id,source,source_label,notice_type,notice_type_label,code,title,employer,province,city,publish_date,deadline,description,detail_url,all_links,source_page,source_page_url,raw_text,scraped_at_utc
hezareh-tender-10-44,hezareh,هزاره,tender,مناقصه,,مناقصه نگهداری و بهسازی شبکه تلفن همراه منطقه هرمزگان,,,,1405-04-17,1405-04-22,10908373 مناقصه نگهداری و بهسازی شبکه تلفن همراه منطقه هرمزگان استان هرمزگان 1405/04/17 1405/04/22,https://www.hezarehinfo.net/tenders/nid10908373,['https://www.hezarehinfo.net/tenders/nid10908373'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908373 مناقصه نگهداری و بهسازی شبکه تلفن همراه منطقه هرمزگان استان هرمزگان 1405/04/17 1405/04/22,2026-07-09T10:13:11+00:00
hezareh-tender-10-45,hezareh,هزاره,tender,مناقصه,,مناقصه تامین قطعات و به روز رسانی سه دستگاه آسانسور,,,,1405-04-17,1405-04-23,10908364 مناقصه تامین قطعات و به روز رسانی سه دستگاه آسانسور استان تهران 1405/04/17 1405/04/23,https://www.hezarehinfo.net/tenders/nid10908364,['https://www.hezarehinfo.net/tenders/nid10908364'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908364 مناقصه تامین قطعات و به روز رسانی سه دستگاه آسانسور استان تهران 1405/04/17 1405/04/23,2026-07-09T10:13:11+00:00
hezareh-tender-10-47,hezareh,هزاره,tender,مناقصه,,مناقصه انجام عملیات دمونتاژ فیدرهای 20 کیلوولت قدیم، تامین و حمل بخشی از تجهیزات، نصب و تست و راه اندازی تابلوهای کنترل و فیدرهای جدید در کلیدخانه 20 کیلوولت پست 132 کیلوولت میاندوآب 1,,,,1405-04-17,1405-04-18,10908257 مناقصه انجام عملیات دمونتاژ فیدرهای 20 کیلوولت قدیم، تامین و حمل بخشی از تجهیزات، نصب و تست و راه اندازی تابلوهای کنترل و فیدرهای جدید در کلیدخانه 20 کیلوولت پست 132 کیلوولت میاندوآب 1 استان آذربایجان شرقی 1405/04/17 1405/04/18,https://www.hezarehinfo.net/tenders/nid10908257,['https://www.hezarehinfo.net/tenders/nid10908257'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908257 مناقصه انجام عملیات دمونتاژ فیدرهای 20 کیلوولت قدیم، تامین و حمل بخشی از تجهیزات، نصب و تست و راه اندازی تابلوهای کنترل و فیدرهای جدید در کلیدخانه 20 کیلوولت پست 132 کیلوولت میاندوآب 1 استان آذربایجان شرقی 1405/04/17 1405/04/18,2026-07-09T10:13:11+00:00
hezareh-tender-10-48,hezareh,هزاره,tender,مناقصه,,مناقصه تعمیر و راه اندازی دریچه راس سیستم تخلیه کننده تحتانی سد مهاباد,,,,1405-04-17,1405-04-22,10908235 مناقصه تعمیر و راه اندازی دریچه راس سیستم تخلیه کننده تحتانی سد مهاباد استان آذربایجان غربی 1405/04/17 1405/04/22,https://www.hezarehinfo.net/tenders/nid10908235,['https://www.hezarehinfo.net/tenders/nid10908235'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908235 مناقصه تعمیر و راه اندازی دریچه راس سیستم تخلیه کننده تحتانی سد مهاباد استان آذربایجان غربی 1405/04/17 1405/04/22,2026-07-09T10:13:11+00:00
hezareh-tender-10-49,hezareh,هزاره,tender,مناقصه,,مناقصه خطوط انتقال و مخازن شهرهای تابعه کرمان,,,,1405-04-17,1405-04-18,10908229 مناقصه خطوط انتقال و مخازن شهرهای تابعه کرمان استان کرمان 1405/04/17 1405/04/18,https://www.hezarehinfo.net/tenders/nid10908229,['https://www.hezarehinfo.net/tenders/nid10908229'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908229 مناقصه خطوط انتقال و مخازن شهرهای تابعه کرمان استان کرمان 1405/04/17 1405/04/18,2026-07-09T10:13:11+00:00
hezareh-tender-10-50,hezareh,هزاره,tender,مناقصه,,مناقصه تهیه و خرید سه راهی کربن استیل (CARBON STEEL EQUAL TEES) مناسب سرویس نفت و گاز,,,,1405-04-17,,10908202 مناقصه تهیه و خرید سه راهی کربن استیل (CARBON STEEL EQUAL TEES) مناسب سرویس نفت و گاز استان خوزستان 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908202,['https://www.hezarehinfo.net/tenders/nid10908202'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908202 مناقصه تهیه و خرید سه راهی کربن استیل (CARBON STEEL EQUAL TEES) مناسب سرویس نفت و گاز استان خوزستان 1405/04/17 رجوع به آگهی,2026-07-09T10:13:11+00:00
hezareh-tender-10-51,hezareh,هزاره,tender,مناقصه,,مناقصه احداث مخزن 100 مترمکعبی روستای کرگاز شهرستان جیرفت,,,,1405-04-17,1405-04-24,10908180 مناقصه احداث مخزن 100 مترمکعبی روستای کرگاز شهرستان جیرفت استان کرمان 1405/04/17 1405/04/24,https://www.hezarehinfo.net/tenders/nid10908180,['https://www.hezarehinfo.net/tenders/nid10908180'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908180 مناقصه احداث مخزن 100 مترمکعبی روستای کرگاز شهرستان جیرفت استان کرمان 1405/04/17 1405/04/24,2026-07-09T10:13:11+00:00
hezareh-tender-10-52,hezareh,هزاره,tender,مناقصه,,مناقصه 2 عنوان مناقصه شامل : واگذاری امورات خدمات شهری و فضای سبز شهرداری / جمع آوری و حمل پسماند سطح شهر بستک,,,,1405-04-17,,10908157 مناقصه 2 عنوان مناقصه شامل : واگذاری امورات خدمات شهری و فضای سبز شهرداری / جمع آوری و حمل پسماند سطح شهر بستک استان هرمزگان 1405/04/17 1405/04/17,https://www.hezarehinfo.net/tenders/nid10908157,['https://www.hezarehinfo.net/tenders/nid10908157'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908157 مناقصه 2 عنوان مناقصه شامل : واگذاری امورات خدمات شهری و فضای سبز شهرداری / جمع آوری و حمل پسماند سطح شهر بستک استان هرمزگان 1405/04/17 1405/04/17,2026-07-09T10:13:11+00:00
hezareh-tender-10-53,hezareh,هزاره,tender,مناقصه,,مناقصه بازسازی قسمتی از روستاها,,,,1405-04-17,1405-04-24,10908140 مناقصه بازسازی قسمتی از روستاها استان کرمان 1405/04/17 1405/04/24,https://www.hezarehinfo.net/tenders/nid10908140,['https://www.hezarehinfo.net/tenders/nid10908140'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908140 مناقصه بازسازی قسمتی از روستاها استان کرمان 1405/04/17 1405/04/24,2026-07-09T10:13:11+00:00
hezareh-tender-10-54,hezareh,هزاره,tender,مناقصه,,مناقصه انتخاب شرکت مشاور مهندسی برای ارزیابی فنی نیروگاه های خورشیدی در مناطق مختلف کشور,,,,1405-04-17,1405-04-20,10908119 مناقصه انتخاب شرکت مشاور مهندسی برای ارزیابی فنی نیروگاه های خورشیدی در مناطق مختلف کشور استان تهران 1405/04/17 1405/04/20,https://www.hezarehinfo.net/tenders/nid10908119,['https://www.hezarehinfo.net/tenders/nid10908119'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908119 مناقصه انتخاب شرکت مشاور مهندسی برای ارزیابی فنی نیروگاه های خورشیدی در مناطق مختلف کشور استان تهران 1405/04/17 1405/04/20,2026-07-09T10:13:11+00:00
hezareh-tender-10-55,hezareh,هزاره,tender,مناقصه,,مناقصه پروژه تکمیل مدرسه 15 کلاسه,,,,1405-04-17,1405-04-27,10908115 مناقصه پروژه تکمیل مدرسه 15 کلاسه استان تهران 1405/04/17 1405/04/27,https://www.hezarehinfo.net/tenders/nid10908115,['https://www.hezarehinfo.net/tenders/nid10908115'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908115 مناقصه پروژه تکمیل مدرسه 15 کلاسه استان تهران 1405/04/17 1405/04/27,2026-07-09T10:13:11+00:00
hezareh-tender-10-56,hezareh,هزاره,tender,مناقصه,,مناقصه انتخاب پیمانکار تامین نیروی انسانی,,,,1405-04-17,1405-04-21,10908110 مناقصه انتخاب پیمانکار تامین نیروی انسانی استان تهران 1405/04/17 1405/04/21,https://www.hezarehinfo.net/tenders/nid10908110,['https://www.hezarehinfo.net/tenders/nid10908110'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908110 مناقصه انتخاب پیمانکار تامین نیروی انسانی استان تهران 1405/04/17 1405/04/21,2026-07-09T10:13:11+00:00
hezareh-tender-10-57,hezareh,هزاره,tender,مناقصه,,مناقصه پروژه زیرسازی و جدول گذاری معابر سطح شهر حسن آباد فشافویه,,,,1405-04-17,1405-04-27,10908108 مناقصه پروژه زیرسازی و جدول گذاری معابر سطح شهر حسن آباد فشافویه استان تهران 1405/04/17 1405/04/27,https://www.hezarehinfo.net/tenders/nid10908108,['https://www.hezarehinfo.net/tenders/nid10908108'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908108 مناقصه پروژه زیرسازی و جدول گذاری معابر سطح شهر حسن آباد فشافویه استان تهران 1405/04/17 1405/04/27,2026-07-09T10:13:11+00:00
hezareh-tender-10-58,hezareh,هزاره,tender,مناقصه,,مناقصه واگذاری پروژه بهره برداری و نگهداشت (نگهداری و تعمیرات) تأسیسات پمپاژ آب بیرگان واقع در استان چهارمحال و بختیاری، شهرستان کوهرنگ,,,,1405-04-17,,10908095 مناقصه واگذاری پروژه بهره برداری و نگهداشت (نگهداری و تعمیرات) تأسیسات پمپاژ آب بیرگان واقع در استان چهارمحال و بختیاری، شهرستان کوهرنگ استان اصفهان 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908095,['https://www.hezarehinfo.net/tenders/nid10908095'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908095 مناقصه واگذاری پروژه بهره برداری و نگهداشت (نگهداری و تعمیرات) تأسیسات پمپاژ آب بیرگان واقع در استان چهارمحال و بختیاری، شهرستان کوهرنگ استان اصفهان 1405/04/17 رجوع به آگهی,2026-07-09T10:13:11+00:00
hezareh-tender-10-59,hezareh,هزاره,tender,مناقصه,,مناقصه تعمیرات اساسی بازوهای بارگیری اسکله شماره یک اداره بندر بوشهر تجدید,,,,1405-04-17,1405-04-20,10908039 مناقصه تعمیرات اساسی بازوهای بارگیری اسکله شماره یک اداره بندر بوشهر تجدید استان بوشهر 1405/04/17 1405/04/20,https://www.hezarehinfo.net/tenders/nid10908039,['https://www.hezarehinfo.net/tenders/nid10908039'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908039 مناقصه تعمیرات اساسی بازوهای بارگیری اسکله شماره یک اداره بندر بوشهر تجدید استان بوشهر 1405/04/17 1405/04/20,2026-07-09T10:13:11+00:00
hezareh-tender-10-60,hezareh,هزاره,tender,مناقصه,,مناقصه 2 عنوان : 1- اجرای آبرو و جوب کشی کوچه های سطح شهر2- پروژه ساماندهی میدان شهید جروقی واقع در ورودی شهر از سمت راه آهن,,,,1405-04-17,1405-04-31,10908038 مناقصه 2 عنوان : 1- اجرای آبرو و جوب کشی کوچه های سطح شهر2- پروژه ساماندهی میدان شهید جروقی واقع در ورودی شهر از سمت راه آهن استان آذربایجان شرقی 1405/04/17 1405/04/31,https://www.hezarehinfo.net/tenders/nid10908038,['https://www.hezarehinfo.net/tenders/nid10908038'],10,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-10,10908038 مناقصه 2 عنوان : 1- اجرای آبرو و جوب کشی کوچه های سطح شهر2- پروژه ساماندهی میدان شهید جروقی واقع در ورودی شهر از سمت راه آهن استان آذربایجان شرقی 1405/04/17 1405/04/31,2026-07-09T10:13:11+00:00
hezareh-tender-11-41,hezareh,هزاره,tender,مناقصه,,مناقصه اصلاح و توسعه و نصب شبکه انشعابات، تاسیسات و تجهیزات گازرسانی,,,,1405-04-17,1405-04-27,کد هزاره عنوان مناقصه منطقه درج پایان اسناد وضعیت 10908036 مناقصه اصلاح و توسعه و نصب شبکه انشعابات، تاسیسات و تجهیزات گازرسانی استان خراسان رضوی 1405/04/17 1405/04/23 10908034 مناقصه واگذاری پروژه احداث سردرب سایت ماهشهر و تجهیزات برقی آن استان خوزستان 1405/04/17 رجوع به آگهی 10908033 مناقصه خرید SHELL AND HEATEXCHANGER استان بوشهر 1405/04/17 رجوع به آگهی 10908030 مناقصه انجام عملیات حمل و بارگیری شیر و فرآورده های لبنی از مبدا کارخانه پگاه به واحدها و مراکز خاص شرکت استان البرز، استان تهران 1405/04/17 1405/04/21 10908027 مناقصه خرید باطری استان کهگیلویه و بویراحمد 1405/04/17 1405/04/23 10908025 مناقصه خرید بال ولو استان خوزستان 1405/04/17 رجوع به آگهی 10908023 مناقصه واگذاری انجام عملیات ا,https://www.hezarehinfo.net/tenders/nid10908036,['https://www.hezarehinfo.net/tenders/nid10908036'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,"کد هزاره عنوان مناقصه منطقه درج پایان اسناد وضعیت 10908036 مناقصه اصلاح و توسعه و نصب شبکه انشعابات، تاسیسات و تجهیزات گازرسانی استان خراسان رضوی 1405/04/17 1405/04/23 10908034 مناقصه واگذاری پروژه احداث سردرب سایت ماهشهر و تجهیزات برقی آن استان خوزستان 1405/04/17 رجوع به آگهی 10908033 مناقصه خرید SHELL AND HEATEXCHANGER استان بوشهر 1405/04/17 رجوع به آگهی 10908030 مناقصه انجام عملیات حمل و بارگیری شیر و فرآورده های لبنی از مبدا کارخانه پگاه به واحدها و مراکز خاص شرکت استان البرز، استان تهران 1405/04/17 1405/04/21 10908027 مناقصه خرید باطری استان کهگیلویه و بویراحمد 1405/04/17 1405/04/23 10908025 مناقصه خرید بال ولو استان خوزستان 1405/04/17 رجوع به آگهی 10908023 مناقصه واگذاری انجام عملیات اجرایی و خرید اقلام پایپینگ پروژه نصب سیستم اعلام، اطفاء حریق و تهویه سوله های انبار قطعات یدکی استان خوزستان 1405/04/17 رجوع به آگهی 10908020 مناقصه نگهداری و حفاظت از مجموعه بوستان جوانمرد و فضای سبز سطح شهر گلسار استان البرز 1405/04/17 1405/04/18 10908018 مناقصه واگذاری پروژه احداث کانال دفع و هدایت آب های سطحی شهر و هدایت روان آب (ناحیه مرکزی) استان زنجان 1405/04/17 1405/04/16 10908012 مناقصه عملیات اجرای شمع های بتنی در جاریز شامل حفاری با دستگاه حفاری ماشینی در پروژه احداث پل افلاک شهر خرم آباد استان قم 1405/04/17 1405/04/20 10907998 مناقصه عملیات آسفالت معابر شهر چم گلک استان خوزستان 1405/04/17 1405/04/15 10907993 مناقصه خرید قطعات توربین نیروگاه حرارتی بیستون استان کرمانشاه 1405/04/17 1405/04/23 10907986 مناقصه ارسال و تصاویرخودروهاوضعیت راههای حوزه استحفاظی ونقاط مورد نظر اداره کل به همراه اطلاعات تردد، دما، رطوبت و پلاک کلیه خودروهای عبوری ازمحور ازطریق سامانه های تصویربرداری ثابت / مناقصه عمومی همز... استان سیستان و بلوچستان 1405/04/17 1405/04/19 10907985 مناقصه تعمیر و ایمن سازی خطوط لوله ""48"" اهواز از حصار فیزیکی تا حوضچه توپک گیر گوره استان کهگیلویه و بویراحمد، استان خوز",2026-07-09T10:13:13+00:00
hezareh-tender-11-42,hezareh,هزاره,tender,مناقصه,,مناقصه واگذاری پروژه احداث سردرب سایت ماهشهر و تجهیزات برقی آن,,,,1405-04-17,,10908034 مناقصه واگذاری پروژه احداث سردرب سایت ماهشهر و تجهیزات برقی آن استان خوزستان 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908034,['https://www.hezarehinfo.net/tenders/nid10908034'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908034 مناقصه واگذاری پروژه احداث سردرب سایت ماهشهر و تجهیزات برقی آن استان خوزستان 1405/04/17 رجوع به آگهی,2026-07-09T10:13:13+00:00
hezareh-tender-11-43,hezareh,هزاره,tender,مناقصه,,مناقصه خرید SHELL AND HEATEXCHANGER,,,,1405-04-17,,10908033 مناقصه خرید SHELL AND HEATEXCHANGER استان بوشهر 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908033,['https://www.hezarehinfo.net/tenders/nid10908033'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908033 مناقصه خرید SHELL AND HEATEXCHANGER استان بوشهر 1405/04/17 رجوع به آگهی,2026-07-09T10:13:13+00:00
hezareh-tender-11-44,hezareh,هزاره,tender,مناقصه,,مناقصه انجام عملیات حمل و بارگیری شیر و فرآورده های لبنی از مبدا کارخانه پگاه به واحدها و مراکز خاص شرکت,,,,1405-04-17,1405-04-21,10908030 مناقصه انجام عملیات حمل و بارگیری شیر و فرآورده های لبنی از مبدا کارخانه پگاه به واحدها و مراکز خاص شرکت استان البرز، استان تهران 1405/04/17 1405/04/21,https://www.hezarehinfo.net/tenders/nid10908030,['https://www.hezarehinfo.net/tenders/nid10908030'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908030 مناقصه انجام عملیات حمل و بارگیری شیر و فرآورده های لبنی از مبدا کارخانه پگاه به واحدها و مراکز خاص شرکت استان البرز، استان تهران 1405/04/17 1405/04/21,2026-07-09T10:13:13+00:00
hezareh-tender-11-45,hezareh,هزاره,tender,مناقصه,,مناقصه خرید باطری,,,,1405-04-17,1405-04-23,10908027 مناقصه خرید باطری استان کهگیلویه و بویراحمد 1405/04/17 1405/04/23,https://www.hezarehinfo.net/tenders/nid10908027,['https://www.hezarehinfo.net/tenders/nid10908027'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908027 مناقصه خرید باطری استان کهگیلویه و بویراحمد 1405/04/17 1405/04/23,2026-07-09T10:13:13+00:00
hezareh-tender-11-46,hezareh,هزاره,tender,مناقصه,,مناقصه خرید بال ولو,,,,1405-04-17,,10908025 مناقصه خرید بال ولو استان خوزستان 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908025,['https://www.hezarehinfo.net/tenders/nid10908025'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908025 مناقصه خرید بال ولو استان خوزستان 1405/04/17 رجوع به آگهی,2026-07-09T10:13:13+00:00
hezareh-tender-11-47,hezareh,هزاره,tender,مناقصه,,مناقصه واگذاری انجام عملیات اجرایی و خرید اقلام پایپینگ پروژه نصب سیستم اعلام، اطفاء حریق و تهویه سوله های انبار قطعات یدکی,,,,1405-04-17,,10908023 مناقصه واگذاری انجام عملیات اجرایی و خرید اقلام پایپینگ پروژه نصب سیستم اعلام، اطفاء حریق و تهویه سوله های انبار قطعات یدکی استان خوزستان 1405/04/17 رجوع به آگهی,https://www.hezarehinfo.net/tenders/nid10908023,['https://www.hezarehinfo.net/tenders/nid10908023'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908023 مناقصه واگذاری انجام عملیات اجرایی و خرید اقلام پایپینگ پروژه نصب سیستم اعلام، اطفاء حریق و تهویه سوله های انبار قطعات یدکی استان خوزستان 1405/04/17 رجوع به آگهی,2026-07-09T10:13:13+00:00
hezareh-tender-11-48,hezareh,هزاره,tender,مناقصه,,مناقصه نگهداری و حفاظت از مجموعه بوستان جوانمرد و فضای سبز سطح شهر گلسار,,,,1405-04-17,1405-04-18,10908020 مناقصه نگهداری و حفاظت از مجموعه بوستان جوانمرد و فضای سبز سطح شهر گلسار استان البرز 1405/04/17 1405/04/18,https://www.hezarehinfo.net/tenders/nid10908020,['https://www.hezarehinfo.net/tenders/nid10908020'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908020 مناقصه نگهداری و حفاظت از مجموعه بوستان جوانمرد و فضای سبز سطح شهر گلسار استان البرز 1405/04/17 1405/04/18,2026-07-09T10:13:13+00:00
hezareh-tender-11-49,hezareh,هزاره,tender,مناقصه,,مناقصه واگذاری پروژه احداث کانال دفع و هدایت آب های سطحی شهر و هدایت روان آب (ناحیه مرکزی),,,,1405-04-17,1405-04-16,10908018 مناقصه واگذاری پروژه احداث کانال دفع و هدایت آب های سطحی شهر و هدایت روان آب (ناحیه مرکزی) استان زنجان 1405/04/17 1405/04/16,https://www.hezarehinfo.net/tenders/nid10908018,"['https://www.hezarehinfo.net/tenders/nid10908018', 'https://www.hezarehinfo.net/tenders/nid10906517']",11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908018 مناقصه واگذاری پروژه احداث کانال دفع و هدایت آب های سطحی شهر و هدایت روان آب (ناحیه مرکزی) استان زنجان 1405/04/17 1405/04/16,2026-07-09T10:13:13+00:00
hezareh-tender-11-50,hezareh,هزاره,tender,مناقصه,,مناقصه عملیات اجرای شمع های بتنی در جاریز شامل حفاری با دستگاه حفاری ماشینی در پروژه احداث پل افلاک شهر خرم آباد,,,,1405-04-17,1405-04-20,10908012 مناقصه عملیات اجرای شمع های بتنی در جاریز شامل حفاری با دستگاه حفاری ماشینی در پروژه احداث پل افلاک شهر خرم آباد استان قم 1405/04/17 1405/04/20,https://www.hezarehinfo.net/tenders/nid10908012,['https://www.hezarehinfo.net/tenders/nid10908012'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10908012 مناقصه عملیات اجرای شمع های بتنی در جاریز شامل حفاری با دستگاه حفاری ماشینی در پروژه احداث پل افلاک شهر خرم آباد استان قم 1405/04/17 1405/04/20,2026-07-09T10:13:13+00:00
hezareh-tender-11-51,hezareh,هزاره,tender,مناقصه,,مناقصه عملیات آسفالت معابر شهر چم گلک,,,,1405-04-17,1405-04-15,10907998 مناقصه عملیات آسفالت معابر شهر چم گلک استان خوزستان 1405/04/17 1405/04/15,https://www.hezarehinfo.net/tenders/nid10907998,['https://www.hezarehinfo.net/tenders/nid10907998'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907998 مناقصه عملیات آسفالت معابر شهر چم گلک استان خوزستان 1405/04/17 1405/04/15,2026-07-09T10:13:13+00:00
hezareh-tender-11-52,hezareh,هزاره,tender,مناقصه,,مناقصه خرید قطعات توربین نیروگاه حرارتی بیستون,,,,1405-04-17,1405-04-23,10907993 مناقصه خرید قطعات توربین نیروگاه حرارتی بیستون استان کرمانشاه 1405/04/17 1405/04/23,https://www.hezarehinfo.net/tenders/nid10907993,['https://www.hezarehinfo.net/tenders/nid10907993'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907993 مناقصه خرید قطعات توربین نیروگاه حرارتی بیستون استان کرمانشاه 1405/04/17 1405/04/23,2026-07-09T10:13:13+00:00
hezareh-tender-11-53,hezareh,هزاره,tender,مناقصه,,مناقصه ارسال و تصاویرخودروهاوضعیت راههای حوزه استحفاظی ونقاط مورد نظر اداره کل به همراه اطلاعات تردد، دما، رطوبت و پلاک کلیه خودروهای عبوری ازمحور ازطریق سامانه های تصویربرداری ثابت / مناقصه عمومی همز...,,,,1405-04-17,1405-04-19,10907986 مناقصه ارسال و تصاویرخودروهاوضعیت راههای حوزه استحفاظی ونقاط مورد نظر اداره کل به همراه اطلاعات تردد، دما، رطوبت و پلاک کلیه خودروهای عبوری ازمحور ازطریق سامانه های تصویربرداری ثابت / مناقصه عمومی همز... استان سیستان و بلوچستان 1405/04/17 1405/04/19,https://www.hezarehinfo.net/tenders/nid10907986,['https://www.hezarehinfo.net/tenders/nid10907986'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907986 مناقصه ارسال و تصاویرخودروهاوضعیت راههای حوزه استحفاظی ونقاط مورد نظر اداره کل به همراه اطلاعات تردد، دما، رطوبت و پلاک کلیه خودروهای عبوری ازمحور ازطریق سامانه های تصویربرداری ثابت / مناقصه عمومی همز... استان سیستان و بلوچستان 1405/04/17 1405/04/19,2026-07-09T10:13:13+00:00
hezareh-tender-11-54,hezareh,هزاره,tender,مناقصه,,"مناقصه تعمیر و ایمن سازی خطوط لوله ""48"" اهواز از حصار فیزیکی تا حوضچه توپک گیر گوره",,,,1405-04-17,1405-04-25,"10907985 مناقصه تعمیر و ایمن سازی خطوط لوله ""48"" اهواز از حصار فیزیکی تا حوضچه توپک گیر گوره استان کهگیلویه و بویراحمد، استان خوزستان 1405/04/17 1405/04/25",https://www.hezarehinfo.net/tenders/nid10907985,['https://www.hezarehinfo.net/tenders/nid10907985'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,"10907985 مناقصه تعمیر و ایمن سازی خطوط لوله ""48"" اهواز از حصار فیزیکی تا حوضچه توپک گیر گوره استان کهگیلویه و بویراحمد، استان خوزستان 1405/04/17 1405/04/25",2026-07-09T10:13:13+00:00
hezareh-tender-11-55,hezareh,هزاره,tender,مناقصه,,مناقصه اجرای زیرسازی باقیمانده خطوط شبکه ریلی,,,,1405-04-17,1405-05-06,10907976 مناقصه اجرای زیرسازی باقیمانده خطوط شبکه ریلی استان کرمان 1405/04/17 1405/05/06,https://www.hezarehinfo.net/tenders/nid10907976,['https://www.hezarehinfo.net/tenders/nid10907976'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907976 مناقصه اجرای زیرسازی باقیمانده خطوط شبکه ریلی استان کرمان 1405/04/17 1405/05/06,2026-07-09T10:13:13+00:00
hezareh-tender-11-56,hezareh,هزاره,tender,مناقصه,,مناقصه انجام عملیات اجرایی بهره برداری از انبارهای شرکت برق,,,,1405-04-17,1405-04-18,10907972 مناقصه انجام عملیات اجرایی بهره برداری از انبارهای شرکت برق استان اصفهان 1405/04/17 1405/04/18,https://www.hezarehinfo.net/tenders/nid10907972,['https://www.hezarehinfo.net/tenders/nid10907972'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907972 مناقصه انجام عملیات اجرایی بهره برداری از انبارهای شرکت برق استان اصفهان 1405/04/17 1405/04/18,2026-07-09T10:13:13+00:00
hezareh-tender-11-57,hezareh,هزاره,tender,مناقصه,,مناقصه فراخوان پروژه سنگ فرش و جدول گذاری معابر,,,,1405-04-17,1405-04-27,10907967 مناقصه فراخوان پروژه سنگ فرش و جدول گذاری معابر استان آذربایجان شرقی 1405/04/17 1405/04/27,https://www.hezarehinfo.net/tenders/nid10907967,['https://www.hezarehinfo.net/tenders/nid10907967'],11,https://www.hezarehinfo.net/tenders/-!/pfrom-1405-04-17/pto-1405-04-18/page-11,10907967 مناقصه فراخوان پروژه سنگ فرش و جدول گذاری معابر استان آذربایجان شرقی 1405/04/17 1405/04/27,2026-07-09T10:13:13+00:00
